"number","en_name","jp_name","skill_id","jp_skill_name","en_skill_text","leader_id","jp_leader_name","en_leader_text","jp_name_normalized","jp_skill_name_normalized","jp_leader_name_normalized"
"1787","incarnation of seiryuu, karin","青龍の化身・ミニかりん","205","東方七星陣","Change all orbs to Water, Wood & Dark orbs.","1005","しょうりゅうのまい","ATK x3.5 when attacking with Water, Wood & Dark orb types at the same time.","青龍の化身ﾐﾆかりん","東方七星陣","しょうりゅうのまい"
"1788","incarnation of genbu, meimei","玄武の化身・ミニめいめい","206","北方七星陣","Change all orbs to Wood, Light & Dark orbs.","1006","れいきのまい","ATK x3.5 when attacking with Wood, Light & Dark orb types at the same time.","玄武の化身ﾐﾆめいめい","北方七星陣","れいきのまい"
"1789","incarnation of kirin, sakuya","麒麟の化身・ミニさくや","208","四神乱舞","Reduce 20% of all enemies' HP. Ignore enemy element and defense.","1007","しげんのまい","ATK x5 when attacking with Fire, Water, Wood & Light orb types at the same time.","麒麟の化身ﾐﾆさくや","四神乱舞","しげんのまい"
"179","Gold Dragon","ゴールドドラゴン","","","","","","","ｺﾞ-ﾙﾄﾞﾄﾞﾗｺﾞﾝ","",""
"1790","incarnation of byakko, haku","白虎の化身・ミニはく","207","西方七星陣","Change all orbs to Fire, Water & Dark orbs.","1008","こほうのまい","ATK x3.5 when attacking with Fire, Water & Dark orb types at the same time.","白虎の化身ﾐﾆはく","西方七星陣","こほうのまい"
"1791","war deity of the night, tsukuyomi","夜刻武神・ミニつくよみ","14","チェンジ・ザ・ワールド","Give 10 seconds to move orbs without triggering matches.","1009","げっこうのしんげき","Light attribute cards ATK x3.","夜刻武神ﾐﾆつくよみ","ﾁｴﾝｼﾞｻﾞﾜ-ﾙﾄﾞ","げっこうのしんげき"
"1792","keeper of the sacred texts, metatron","神書の管理者・ミニめたとろん","209","クイックキュアー","Recover RCV x8 HP. Bind recovery for 3 turns.","1010","せいせんのしょうり","Healer type cards HP x1.25. Healer type cards ATK x3.5 when HP is greater than 50%.","神書の管理者ﾐﾆめたとろん","ｸｲﾂｸｷﾕｱ-","せいせんのしょうり"
"1793","extant red dragon caller, sonia","現世の赤龍喚士・ミニそにあ","265","継界召龍陣・火闇","Change all orbs to Fire & Dark orbs.","1011","まりゅうぞくのほこり","Devil type cards ATK x2.5, RCV x2.5.","現世の赤龍喚士ﾐﾆそにあ","継界召龍陣火闇","まりゅうぞくのほこり"
"1794","rebel seraph lucifer","反逆の熾天使・ミニるしふぁー","177","明けの明星","Inflict Dark damage equal to ATK x200 to 1 enemy in exchange for reducing HP to 1. Affected by enemy element and defense. Randomly spawn 6 Heart orbs from non Dark & Heart orbs.","1012","めいあんのしんげん","Dark attribute cards HP x2, ATK x1.35, RCV x2.","反逆の熾天使ﾐﾆるしふぁ-","明けの明星","めいあんのしんげん"
"1795","Nappa","ナッパ","1028","最高の技","Inflict Light damage equal to ATK x200 to 1 enemy. Affected by enemy element and defense.","1039","アタマにきたぞ…!!","Physical type cards ATK x1.5. While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.","ﾅﾂﾊﾟ","最高の技","ｱﾀﾏにきたぞ"
"1796","Saiyan - Nappa","サイヤ人・ナッパ","1028","最高の技","Inflict Light damage equal to ATK x200 to 1 enemy. Affected by enemy element and defense.","1039","アタマにきたぞ…!!","Physical type cards ATK x1.5. While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.","ｻｲﾔ人ﾅﾂﾊﾟ","最高の技","ｱﾀﾏにきたぞ"
"1797","Raditz","ラディッツ","1029","ダブル気功波","Inflict Dark damage equal to ATK x40 to all enemies. Affected by enemy element and defense. Change all orbs to Fire, Wood & Dark orbs.","1040","ゴミめ…","ATK x3 when attacking with Fire, Wood & Dark orb types at the same time.","ﾗﾃﾞｲﾂﾂ","ﾀﾞﾌﾞﾙ気功波","ｺﾞﾐめ"
"1798","Saiyan - Raditz","サイヤ人・ラディッツ","1029","ダブル気功波","Inflict Dark damage equal to ATK x40 to all enemies. Affected by enemy element and defense. Change all orbs to Fire, Wood & Dark orbs.","1040","ゴミめ…","ATK x3 when attacking with Fire, Wood & Dark orb types at the same time.","ｻｲﾔ人ﾗﾃﾞｲﾂﾂ","ﾀﾞﾌﾞﾙ気功波","ｺﾞﾐめ"
"1799","Videl","ビーデル","1030","舞空術","Increase skyfall chance of Fire & Wood orbs by 10% for 3 turn.","1041","おとなしくつかまりなさい","All attribute cards ATK x3 when reaching Fire & Fire or Fire & Wood combos.","ﾋﾞ-ﾃﾞﾙ","舞空術","おとなしくつかまりなさい"
"18","Spinas","スピナス","89","ダークブレス","Inflict Dark damage equal to ATK x3 to all enemies. Affected by enemy element and defense.","50","闇の力","Dark attribute cards ATK x1.5.","ｽﾋﾟﾅｽ","ﾀﾞ-ｸﾌﾞﾚｽ","闇の力"
"180","High Gold Dragon","ハイゴールドドラゴン","","","","","","","ﾊｲｺﾞ-ﾙﾄﾞﾄﾞﾗｺﾞﾝ","",""
"1800","Satan's Daughter, Videl","サタンの娘・ビーデル","1030","舞空術","Increase skyfall chance of Fire & Wood orbs by 10% for 3 turn.","1041","おとなしくつかまりなさい","All attribute cards ATK x3 when reaching Fire & Fire or Fire & Wood combos.","ｻﾀﾝの娘ﾋﾞ-ﾃﾞﾙ","舞空術","おとなしくつかまりなさい"
"1801","Gotenks","ゴテンクス","1031","SGカミカゼアタック","Randomly spawn 2 Fire & Water orbs from non Fire & Water orbs. Enhance Fire & Water orbs. +6% per orb, up to +180% for full board.","1042","終わりにしてやるぜ!!","Water attribute cards ATK x3. Fire attribute cards ATK x1.2. ATK x3.6 if both attributes are met.","ｺﾞﾃﾝｸｽ","SGｶﾐｶｾﾞｱﾀﾂｸ","終わりにしてやるぜ"
"1802","Super Saiyan - Gotenks","超サイヤ人・ゴテンクス","1031","SGカミカゼアタック","Randomly spawn 2 Fire & Water orbs from non Fire & Water orbs. Enhance Fire & Water orbs. +6% per orb, up to +180% for full board.","1042","終わりにしてやるぜ!!","Water attribute cards ATK x3. Fire attribute cards ATK x1.2. ATK x3.6 if both attributes are met.","超ｻｲﾔ人ｺﾞﾃﾝｸｽ","SGｶﾐｶｾﾞｱﾀﾂｸ","終わりにしてやるぜ"
"1803","Dende & Porunga","デンデ＆ポルンガ","1032","治癒能力","Recover 50% of max HP. Bind recovery for 2 turns.","1043","すぐなおしてあげる!!","God type cards ATK x2. Heal RCV x4 as HP after every orbs elimination.","ﾃﾞﾝﾃﾞ&ﾎﾟﾙﾝｶﾞ","治癒能力","すぐなおしてあげる"
"1804","Bulma","ブルマ","1033","ドラゴンレーダー","Randomly spawn 7 Light orbs from non Light orbs.","1044","さあーいくわよ！","Healer type cards ATK x2.5.","ﾌﾞﾙﾏ","ﾄﾞﾗｺﾞﾝﾚ-ﾀﾞ-","さあ-いくわよ"
"1805","Dragon Ball, One-Star ball","ドラゴンボール・一星球","633","超かめはめ波","Inflict damage equal to ATK x100 to 1 enemy. Affected by enemy element and defense. Enhance Water orbs. +6% per orb, up to +180% for full board.","","","","ﾄﾞﾗｺﾞﾝﾎﾞ-ﾙ-星球","超かめはめ波",""
"1806","Dragon Ball, Three-Star ball","ドラゴンボール・三星球","793","超級かめはめ波","Inflict damage equal to ATK x100 to 1 enemy. Affected by enemy element and defense. Enhance Wood & Dark orbs. +6% per orb, up to +180% for full board.","","","","ﾄﾞﾗｺﾞﾝﾎﾞ-ﾙ三星球","超級かめはめ波",""
"1807","Dragon Ball, Four-Star ball","ドラゴンボール・四星球","632","かめはめ波","Physical & Dragon type cards ATK x1.5 for 1 turn. Inflict damage equal to ATK x100 to 1 enemy. Affected by enemy element and defense.","","","","ﾄﾞﾗｺﾞﾝﾎﾞ-ﾙ四星球","かめはめ波",""
"1808","Dragon Ball, Six-Star ball","ドラゴンボール・六星球","635","必殺剣","Inflict damage equal to ATK x80 to 1 enemy. Affected by enemy element and defense. Change Wood orbs to Water orbs.","","","","ﾄﾞﾗｺﾞﾝﾎﾞ-ﾙ六星球","必殺剣",""
"1809","Dragon Ball, Seven-Star ball","ドラゴンボール・七星球","1031","SGカミカゼアタック","Randomly spawn 2 Fire & Water orbs from non Fire & Water orbs. Enhance Fire & Water orbs. +6% per orb, up to +180% for full board.","","","","ﾄﾞﾗｺﾞﾝﾎﾞ-ﾙ七星球","SGｶﾐｶｾﾞｱﾀﾂｸ",""
"181","King Gold Dragon","キングゴールドドラゴン","741","龍撃態勢・光","Change Heart orbs to Light orbs. Bind recovery for 3 turns.","","","","ｷﾝｸﾞｺﾞ-ﾙﾄﾞﾄﾞﾗｺﾞﾝ","龍撃態勢光",""
"1810","Dragon Ball, Two-Star ball & Five-Star ball","ドラゴンボール・二星球＆五星球","634","ファイナルフラッシュ","Inflict damage equal to ATK x80 to 1 enemy. Affected by enemy element and defense. Change Fire orbs to Dark orbs.","","","","ﾄﾞﾗｺﾞﾝﾎﾞ-ﾙ二星球&五星球","ﾌｱｲﾅﾙﾌﾗﾂｼﾕ",""
"1811","cao cao","ミニ曹操","554","主我覇道の編纂","Delay 1 turn to all enemies. Change Water orbs to Fire orbs.","1027","超世の追求","Attacker type cards HP x1.35, ATK x3.","ﾐﾆ曹操","主我覇道の編纂","超世の追求"
"1812","conquering martial deity, cao cao","求覇の武王神・ミニ曹操","554","主我覇道の編纂","Delay 1 turn to all enemies. Change Water orbs to Fire orbs.","1027","超世の追求","Attacker type cards HP x1.35, ATK x3.","求覇の武王神ﾐﾆ曹操","主我覇道の編纂","超世の追求"
"1813","sun quan","ミニ孫権","555","虚心坦懐の慧眼","Delay 2 turns to all enemies. Healer type cards ATK x2 for 2 turns.","1028","虎児の猛心","Healer type cards ATK x3, RCV x1.5 when HP is greater than 50%.","ﾐﾆ孫権","虚心坦懐の慧眼","虎児の猛心"
"1814","courageous divine general, sun quan","秘勇の将軍神・ミニ孫権","555","虚心坦懐の慧眼","Delay 2 turns to all enemies. Healer type cards ATK x2 for 2 turns.","1028","虎児の猛心","Healer type cards ATK x3, RCV x1.5 when HP is greater than 50%.","秘勇の将軍神ﾐﾆ孫権","虚心坦懐の慧眼","虎児の猛心"
"1815","liu bei","ミニ劉備","556","捲土重来の引導","Change Heart & Dark orbs to Wood orbs. Recover 30% of max HP.","1029","決起の武勇","Attacker type cards ATK x3, RCV x1.5 when HP is greater than 50%.","ﾐﾆ劉備","捲土重来の引導","決起の武勇"
"1816","moral commanding deity, liu bei","明徳の英傑神・ミニ劉備","556","捲土重来の引導","Change Heart & Dark orbs to Wood orbs. Recover 30% of max HP.","1029","決起の武勇","Attacker type cards ATK x3, RCV x1.5 when HP is greater than 50%.","明徳の英傑神ﾐﾆ劉備","捲土重来の引導","決起の武勇"
"1817","da qiao & xiao qiao","ミニ大喬＆小喬","557","則天去私の献身","Change Dark orbs to Light orbs, Fire orbs to Heart orbs.","1030","天昇の奏舞","ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light, Dark & Heart.","ﾐﾆ大喬&小喬","則天去私の献身","天昇の奏舞"
"1818","divine flowers, da qiao & xiao qiao","凛聖の双華神・ミニ大喬＆小喬","557","則天去私の献身","Change Dark orbs to Light orbs, Fire orbs to Heart orbs.","1030","天昇の奏舞","ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light, Dark & Heart.","凛聖の双華神ﾐﾆ大喬&小喬","則天去私の献身","天昇の奏舞"
"1819","lu bu","ミニ呂布","558","天下無双の崩撃","Devil type cards ATK x3 for 1 turn. Inflict Dark damage equal to ATK x10 to all enemies in exchange for reducing HP to 1. Affected by enemy element and defense.","1031","業滅の衝動","Devil type cards HP x1.35, ATK x3.","ﾐﾆ呂布","天下無双の崩撃","業滅の衝動"
"182","Poring","ポリン","41","アーマーブレイク","Reduce enemies' defense by 75% for 5 turns. Effects carry forward on sweep. 20% damage reduction for 5 turns.","45","炎の防壁","50% Fire damage reduction.","ﾎﾟﾘﾝ","ｱ-ﾏ-ﾌﾞﾚｲｸ","炎の防壁"
"1820","divine flying general, lu bu","羅刹の飛翔神・ミニ呂布","558","天下無双の崩撃","Devil type cards ATK x3 for 1 turn. Inflict Dark damage equal to ATK x10 to all enemies in exchange for reducing HP to 1. Affected by enemy element and defense.","1031","業滅の衝動","Devil type cards HP x1.35, ATK x3.","羅刹の飛翔神ﾐﾆ呂布","天下無双の崩撃","業滅の衝動"
"1821","guan yu","忠義神・ミニ関羽","560","首尾一貫の剛毅","Change Heart & Poison orbs to Fire orbs. Recover 3000 HP. Bind recovery for 3 turns.","1032","龍起の礼節","Dragon type cards ATK x3.5, RCV x1.5 when HP is greater than 50%.","忠義神ﾐﾆ関羽","首尾-貫の剛毅","龍起の礼節"
"1822","valiant & loyal deity, guan yu","奮起の忠義神・ミニ関羽","560","首尾一貫の剛毅","Change Heart & Poison orbs to Fire orbs. Recover 3000 HP. Bind recovery for 3 turns.","1032","龍起の礼節","Dragon type cards ATK x3.5, RCV x1.5 when HP is greater than 50%.","奮起の忠義神ﾐﾆ関羽","首尾-貫の剛毅","龍起の礼節"
"1823","life dragon, zhuge liang","命龍神・ミニ諸葛亮","613","水明星心の占術","Enhance Water & Light orbs. +6% per orb, up to +180% for full board. Recover RCV x10 HP.","1033","八陣の本質","Healer type cards ATK x4 when HP is full.","命龍神ﾐﾆ諸葛亮","水明星心の占術","八陣の本質"
"1824","celestial life dragon, zhuge liang","天星の命龍神・ミニ諸葛亮","613","水明星心の占術","Enhance Water & Light orbs. +6% per orb, up to +180% for full board. Recover RCV x10 HP.","1033","八陣の本質","Healer type cards ATK x4 when HP is full.","天星の命龍神ﾐﾆ諸葛亮","水明星心の占術","八陣の本質"
"1825","I Love DeviBear","I LOVE デビベア","1034","BEAMSデビーム","Inflict damage equal to ATK x10 to 1 enemy. Affected by enemy element and defense. Devil type cards ATK x1.5 for 1 turn.","1045","ワンダーデビベア","ATK x2.5 when attacking with Fire, Wood & Dark orb types at the same time.","ILOVEﾃﾞﾋﾞﾍﾞｱ","BEAMSﾃﾞﾋﾞ-ﾑ","ﾜﾝﾀﾞ-ﾃﾞﾋﾞﾍﾞｱ"
"1826","Red Angel, Rozuel","紅天使・ロズエル","1060","癒しの聖歌","Change Light orbs to Heart orbs.","1083","進撃の伝令","Attacker type cards ATK x1.25, RCV x1.25. All attribute cards ATK x3 when reaching Fire & Fire or Fire & Water combos.","紅天使ﾛｽﾞｴﾙ","癒しの聖歌","進撃の伝令"
"1827","Red-Winged Star Angel, Rozuel","紅翼の星天使・ロズエル","1060","癒しの聖歌","Change Light orbs to Heart orbs.","1083","進撃の伝令","Attacker type cards ATK x1.25, RCV x1.25. All attribute cards ATK x3 when reaching Fire & Fire or Fire & Water combos.","紅翼の星天使ﾛｽﾞｴﾙ","癒しの聖歌","進撃の伝令"
"1828","Blue Angel, Famiel","蒼天使・ファミエル","1061","神水の聖歌","Change all orbs to Water, Wood & Light & Dark orbs. Deal 100000 damage to 1 enemy. Ignore enemy element and defense.","1084","決起の伝令","Healer type cards HP x1.25, ATK x1.25. All attribute cards ATK x3 when reaching Water & Water or Water & Light combos.","蒼天使ﾌｱﾐｴﾙ","神水の聖歌","決起の伝令"
"1829","Blue-Winged Star Angel, Famiel","蒼翼の星天使・ファミエル","1061","神水の聖歌","Change all orbs to Water, Wood & Light & Dark orbs. Deal 100000 damage to 1 enemy. Ignore enemy element and defense.","1084","決起の伝令","Healer type cards HP x1.25, ATK x1.25. All attribute cards ATK x3 when reaching Water & Water or Water & Light combos.","蒼翼の星天使ﾌｱﾐｴﾙ","神水の聖歌","決起の伝令"
"183","Marin","マーリン","71","攻撃態勢・水","Change Heart orbs to Water orbs.","58","氷の防壁","50% Water damage reduction.","ﾏ-ﾘﾝ","攻撃態勢水","氷の防壁"
"1830","Green Angel, Ruel","翠天使・リュエル","1062","超力の聖歌","Randomly spawn 3 Wood & Dark orbs from non Wood & Dark orbs.","1085","魔撃の伝令","Devil type cards HP x1.25, ATK x1.25. All attribute cards ATK x3 when reaching Wood & Wood or Wood & Dark combos.","翠天使ﾘﾕｴﾙ","超力の聖歌","魔撃の伝令"
"1831","Green-Winged Star Angel, Ruel","翠翼の星天使・リュエル","1062","超力の聖歌","Randomly spawn 3 Wood & Dark orbs from non Wood & Dark orbs.","1085","魔撃の伝令","Devil type cards HP x1.25, ATK x1.25. All attribute cards ATK x3 when reaching Wood & Wood or Wood & Dark combos.","翠翼の星天使ﾘﾕｴﾙ","超力の聖歌","魔撃の伝令"
"1832","Holy Angel, Ariel","聖天使・アリエル","1063","光導の聖歌","Randomly spawn 4 Light orbs from non Light orbs.","1086","退魔の伝令","Attacker type cards HP x1.25, ATK x1.25. All attribute cards ATK x3 when reaching Light & Light or Light & Fire combos.","聖天使ｱﾘｴﾙ","光導の聖歌","退魔の伝令"
"1833","Holy-Winged Star Angel, Ariel","聖翼の星天使・アリエル","1063","光導の聖歌","Randomly spawn 4 Light orbs from non Light orbs.","1086","退魔の伝令","Attacker type cards HP x1.25, ATK x1.25. All attribute cards ATK x3 when reaching Light & Light or Light & Fire combos.","聖翼の星天使ｱﾘｴﾙ","光導の聖歌","退魔の伝令"
"1834","Dark Angel, Lumiel","魔天使・ルミエル","1064","討魔の聖歌","Change all orbs to Fire, Water & Wood & Dark orbs. Deal 100000 damage to 1 enemy. Ignore enemy element and defense.","1087","魔召の伝令","Devil type cards ATK x1.25, RCV x1.25. All attribute cards ATK x3 when reaching Dark & Dark or Dark & Water combos.","魔天使ﾙﾐｴﾙ","討魔の聖歌","魔召の伝令"
"1835","Dark-Winged Star Angel, Lumiel","魔翼の星天使・ルミエル","1064","討魔の聖歌","Change all orbs to Fire, Water & Wood & Dark orbs. Deal 100000 damage to 1 enemy. Ignore enemy element and defense.","1087","魔召の伝令","Devil type cards ATK x1.25, RCV x1.25. All attribute cards ATK x3 when reaching Dark & Dark or Dark & Water combos.","魔翼の星天使ﾙﾐｴﾙ","討魔の聖歌","魔召の伝令"
"1836","Medjedra","メジェドラ","1035","霊星の輝き","50% damage reduction for 1 turn. Balanced type cards ATK x1.5 for 1 turn.","1046","メジェビーム","Wood attribute cards ATK x3 when HP is greater than 50%. All attribute cards RCV x1.5 when <a href=""monster.asp?n=1664"">God of Dark Riches, Osiris</a> in the same team.","ﾒｼﾞｴﾄﾞﾗ","霊星の輝き","ﾒｼﾞｴﾋﾞ-ﾑ"
"1837","Guardian of Dark Riches, Medjedra","冥穣の守護神・メジェドラ","1035","霊星の輝き","50% damage reduction for 1 turn. Balanced type cards ATK x1.5 for 1 turn.","1046","メジェビーム","Wood attribute cards ATK x3 when HP is greater than 50%. All attribute cards RCV x1.5 when <a href=""monster.asp?n=1664"">God of Dark Riches, Osiris</a> in the same team.","冥穣の守護神ﾒｼﾞｴﾄﾞﾗ","霊星の輝き","ﾒｼﾞｴﾋﾞ-ﾑ"
"1838","Stubborn Dragon King, Gainaut","頑龍王・ガイノウト","1774","プリズムファイア","Change all orbs to Fire, Water & Wood & Light & Dark & Heart & Jammer orbs. Enhance Fire orbs. +6% per orb, up to +180% for full board.","2575","頑龍の逆鱗","ATK x3 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x2 for each additional orb type, up to ATK x5 for all 5 matches. ATK x1.5 when simultaneously clearing 3 connected Jammer orbs.","頑龍王ｶﾞｲﾉｳﾄ","ﾌﾟﾘｽﾞﾑﾌｱｲｱ","頑龍の逆鱗"
"1839","Lightning Sky Stubborn Dragon King, Gainaut","雷天の頑龍王・ガイノウト","1774","プリズムファイア","Change all orbs to Fire, Water & Wood & Light & Dark & Heart & Jammer orbs. Enhance Fire orbs. +6% per orb, up to +180% for full board.","2576","頑龍王の逆鱗","ATK x3 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x2 for each additional orb type, up to ATK x5 for all 5 matches. ATK x1.5 when simultaneously clearing 3 connected Jammer orbs. ATK x0.5 for each additional orb, up to ATK x2 at 4 connected orb.","雷天の頑龍王ｶﾞｲﾉｳﾄ","ﾌﾟﾘｽﾞﾑﾌｱｲｱ","頑龍王の逆鱗"
"184","Poporing","ポポリン","87","攻撃態勢・木","Change Heart orbs to Wood orbs.","43","大樹の防壁","50% Wood damage reduction.","ﾎﾟﾎﾟﾘﾝ","攻撃態勢木","大樹の防壁"
"1840","Sea Dragon King, Volsung","海龍王・ヴォルスーン","1603","五色の龍瞑想","Dragon & Attacker type cards ATK x0.5 for 1 turn. Change all orbs to Fire, Water & Wood & Light & Dark orbs.","2224","海龍の逆鱗","ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark.","海龍王ｳﾞｵﾙｽ-ﾝ","五色の龍瞑想","海龍の逆鱗"
"1841","Giant Arched Sea Dragon King, Volsung","大弯の海龍王・ヴォルスーン","1603","五色の龍瞑想","Dragon & Attacker type cards ATK x0.5 for 1 turn. Change all orbs to Fire, Water & Wood & Light & Dark orbs.","2225","海龍王の逆鱗","ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. All attribute cards ATK x1.5 when reaching 7 combos or above.","大弯の海龍王ｳﾞｵﾙｽ-ﾝ","五色の龍瞑想","海龍王の逆鱗"
"1842","Wind Dragon Queen, Linthia","風龍王・リンシア","1696","ナチュラルブロッサム","Change all orbs to Fire, Water & Wood & Light & Dark & Heart & Poison orbs.","2429","風龍の逆鱗","ATK x4 when attacking with 5 of following orb types: Fire, Water, Wood, Light, Dark & Heart. ATK x2 when simultaneously clearing 3 connected Poison or Mortal Poison orbs.","風龍王ﾘﾝｼｱ","ﾅﾁﾕﾗﾙﾌﾞﾛﾂｻﾑ","風龍の逆鱗"
"1843","Crystal Wind Dragon Queen, Linthia","玻璃の風龍王・リンシア","1696","ナチュラルブロッサム","Change all orbs to Fire, Water & Wood & Light & Dark & Heart & Poison orbs.","2424","風龍王の逆鱗","ATK x4 when attacking with 5 of following orb types: Fire, Water, Wood, Light, Dark & Heart. ATK x2.5 when simultaneously clearing 3 connected Poison or Mortal Poison orbs.","玻璃の風龍王ﾘﾝｼｱ","ﾅﾁﾕﾗﾙﾌﾞﾛﾂｻﾑ","風龍王の逆鱗"
"1844","Knight Dragon King, Nordis","騎龍王・ノルディス","1329","ロイヤルグラビティ","Reduce 30% of all enemies' HP. Ignore enemy element and defense.","1840","騎龍の逆鱗","Dragon type cards ATK x3. 25% Wood & Light damage reduction.","騎龍王ﾉﾙﾃﾞｲｽ","ﾛｲﾔﾙｸﾞﾗﾋﾞﾃｲ","騎龍の逆鱗"
"1845","Unleashed Knight Dragon King, Nordis","解放の騎龍王・ノルディス","1329","ロイヤルグラビティ","Reduce 30% of all enemies' HP. Ignore enemy element and defense.","1841","騎龍王の逆鱗","Dragon type cards ATK x3.5. 30% Wood & Light damage reduction.","解放の騎龍王ﾉﾙﾃﾞｲｽ","ﾛｲﾔﾙｸﾞﾗﾋﾞﾃｲ","騎龍王の逆鱗"
"1846","Phantom Dragon King, Zaerog∞","幻龍王・ゼローグ∞","1289","ライジングダーク","Increase skyfall chance of Dark orbs by 15% for 3 turns. Reduces cooldown of other skills by 1 turn.","1425","幻龍の逆鱗","All attribute cards ATK x2 when reaching 2 set of Dark combos. ATK x2 for each additional combo, up to ATK x6 when reaching 4 combos.","幻龍王ｾﾞﾛ-ｸﾞ∞","ﾗｲｼﾞﾝｸﾞﾀﾞ-ｸ","幻龍の逆鱗"
"1847","Maleficent Phantom Dragon King, Zaerog∞","黒天の幻龍王・ゼローグ∞","1289","ライジングダーク","Increase skyfall chance of Dark orbs by 15% for 3 turns. Reduces cooldown of other skills by 1 turn.","1426","幻龍王の逆鱗","All attribute cards ATK x2 when reaching 2 set of Dark combos. ATK x2 for each additional combo, up to ATK x6 when reaching 4 combos. Dragon type cards HP x1.1, ATK x1.1, RCV x1.1.","黒天の幻龍王ｾﾞﾛ-ｸﾞ∞","ﾗｲｼﾞﾝｸﾞﾀﾞ-ｸ","幻龍王の逆鱗"
"1848","Angel of Secret Destiny, Elia","密命の天使・イーリア","1293","ホーリースター","Change Dark orbs to Light orbs. Reduces cooldown of other skills by 1 turn.","1437","聖域への先導","God type cards ATK x3, RCV x1.5.","密命の天使ｲ-ﾘｱ","ﾎ-ﾘ-ｽﾀ-","聖域への先導"
"1849","Psychopomp of Oblivion, Grisar","忘却の死神・グリザル","1294","デスゲイザー","Change Light orbs to Dark orbs. Reduces cooldown of other skills by 1 turn.","1438","地獄への誘い","Devil type cards ATK x3, RCV x1.5.","忘却の死神ｸﾞﾘｻﾞﾙ","ﾃﾞｽｹﾞｲｻﾞ-","地獄への誘い"
"185","Drops","ドロップス","12","攻撃態勢・光","Change Heart orbs to Light orbs.","37","光の防壁","50% Light damage reduction.","ﾄﾞﾛﾂﾌﾟｽ","攻撃態勢光","光の防壁"
"1850","Jagi","ジャギ","","","","1115","おれの名をいってみろ!!","Attacker type cards ATK x2.5.","ｼﾞﾔｷﾞ","","おれの名をいってみろ"
"1851","Tyrannical Pupil, Jagi","暴虐の徒・ジャギ","1003","サモンダーク","Randomly spawn 5 Dark orbs from non Dark orbs. Enhance Dark orbs. +6% per orb, up to +180% for full board.","1115","おれの名をいってみろ!!","Attacker type cards ATK x2.5.","暴虐の徒ｼﾞﾔｷﾞ","ｻﾓﾝﾀﾞ-ｸ","おれの名をいってみろ"
"1852","Amiba","アミバ","","","","1116","媚びろ～!!媚びろ～!!","Attacker type cards ATK x2, RCV x1.5.","ｱﾐﾊﾞ","","媚びろ~媚びろ~"
"1853","Hokuto Shinken Imposter, Amiba","偽りの北斗神拳・アミバ","135","シャッフルショット","Inflict Dark damage equal to ATK x1-50 to 1 enemy. Affected by enemy element and defense. Randomly spawn 3 Dark orbs from non Dark orbs.","1116","媚びろ～!!媚びろ～!!","Attacker type cards ATK x2, RCV x1.5.","偽りの北斗神拳ｱﾐﾊﾞ","ｼﾔﾂﾌﾙｼﾖﾂﾄ","媚びろ~媚びろ~"
"1854","Uighur","ウイグル","","","","1117","あ～聞こえんなぁ","Attacker type cards HP x1.5, ATK x2.","ｳｲｸﾞﾙ","","あ~聞こえんなぁ"
"1855","The Warden, Uighur","獄長・ウイグル","819","ブレイクタイム","Delay 1 turn to all enemies. Change bottom-most row into Heart orbs.","1117","あ～聞こえんなぁ","Attacker type cards HP x1.5, ATK x2.","獄長ｳｲｸﾞﾙ","ﾌﾞﾚｲｸﾀｲﾑ","あ~聞こえんなぁ"
"1856","Ken-Oh, Raoh","拳王・ラオウ","1072","かかってくるがいい!!","Counter 10x damage taken with Dark for 1 turn.","1118","きさまがみた星は死兆星!!","ATK x3 when attacking with Fire & Dark orb types at the same time.","拳王ﾗｵｳ","かかってくるがいい","きさまがみた星は死兆星"
"1857","Ruler of the Century's End, Raoh","世紀末覇者・ラオウ","1072","かかってくるがいい!!","Counter 10x damage taken with Dark for 1 turn.","1118","きさまがみた星は死兆星!!","ATK x3 when attacking with Fire & Dark orb types at the same time.","世紀末覇者ﾗｵｳ","かかってくるがいい","きさまがみた星は死兆星"
"1858","Raoh","ラオウ","1073","天に滅せい","Change Heart, Jammer, Poison & Mortal Poison orbs to Fire orbs. Reduces cooldown of other skills by 1 turn.","1119","おまえたちには死あるのみ","ATK x3 when simultaneously clearing 6 connected Fire orbs.","ﾗｵｳ","天に滅せい","おまえたちには死あるのみ"
"1859","Conqueror of the Heavens, Raoh","天の覇者・ラオウ","1073","天に滅せい","Change Heart, Jammer, Poison & Mortal Poison orbs to Fire orbs. Reduces cooldown of other skills by 1 turn.","1120","天将奔烈","Devil type cards HP x1.2, ATK x1.2. ATK x3 when simultaneously clearing 6 connected Fire orbs.","天の覇者ﾗｵｳ","天に滅せい","天将奔烈"
